Date, Daily Fees ,average gas price,Date(UTC),Value (Wei),gas used,Date(UTC),Value,eth price,Date(UTC),Value,,,,,,,,
," $5,090,410.16 ",,4/25/24,14855679502,,4/25/24,1.08592E+11,,4/25/24,3155.47,,,,,,,,
," $3,499,112.88 ",,4/26/24,10299846723,,4/26/24,1.08536E+11,,4/26/24,3130.07,,,,,,,,
," $2,853,545.49 ",,4/27/24,8060109553,,4/27/24,1.08825E+11,,4/27/24,3253.23,,,,,,,,
," $3,325,286.29 ",,4/28/24,9377267385,,4/28/24,1.08695E+11,,4/28/24,3262.43,,,,,,,,
," $3,935,646.18 ",,4/29/24,11270493290,,4/29/24,1.08591E+11,,4/29/24,3215.73,,,,,,,,
," $5,697,199.18 ",,4/30/24,17410912238,,4/30/24,1.08658E+11,,4/30/24,3011.46,,,,,,,,
," $3,856,773.18 ",,5/1/24,11932315948,,5/1/24,1.08872E+11,,5/1/24,2968.82,,,,,,,,
," $3,378,764.97 ",,5/2/24,10427611075,,5/2/24,1.08498E+11,,5/2/24,2986.41,,,,,,,,
," $3,317,249.28 ",,5/3/24,9847850187,,5/3/24,1.08529E+11,,5/3/24,3103.77,,,,,,,,
," $2,688,029.38 ",,5/4/24,7927213920,,5/4/24,1.08769E+11,,5/4/24,3117.52,,,,,,,,
," $2,628,060.97 ",,5/5/24,7708524885,,5/5/24,1.08677E+11,,5/5/24,3137.09,,,,,,,,
," $2,762,750.14 ",,5/6/24,8312424340,,5/6/24,1.08503E+11,,5/6/24,3063.19,,,,,,,,
," $2,803,006.36 ",,5/7/24,8587545920,,5/7/24,1.08587E+11,,5/7/24,3005.91,,,,,,,,
," $2,385,037.21 ",,5/8/24,7388610391,,5/8/24,1.08566E+11,,5/8/24,2973.31,,,,,,,,
," $2,263,385.64 ",,5/9/24,6855968572,,5/9/24,1.08742E+11,,5/9/24,3035.93,,,,,,,,
," $2,695,870.89 ",,5/10/24,8520410039,,5/10/24,1.08745E+11,,5/10/24,2909.58,,,,,,,,
," $2,079,028.68 ",,5/11/24,6563965162,,5/11/24,1.08775E+11,,5/11/24,2911.82,,,,,,,,
," $1,856,227.27 ",,5/12/24,5824352172,,5/12/24,1.08847E+11,,5/12/24,2927.97,,,,,,,,
," $3,572,389.97 ",,5/13/24,11148457218,,5/13/24,1.08617E+11,,5/13/24,2950.16,,,,,,,,
," $2,991,444.78 ",,5/14/24,9604991843,,5/14/24,1.08117E+11,,5/14/24,2880.64,,,,,,,,
," $3,342,867.31 ",,5/15/24,10129042556,,5/15/24,1.08796E+11,,5/15/24,3033.46,,,,,,,,
," $2,368,099.91 ",,5/16/24,7403969940,,5/16/24,1.08599E+11,,5/16/24,2945.17,,,,,,,,
," $2,856,097.56 ",,5/17/24,8502476608,,5/17/24,1.08589E+11,,5/17/24,3093.44,,,,,,,,
," $1,824,364.70 ",,5/18/24,5370062057,,5/18/24,1.08758E+11,,5/18/24,3123.72,,,,,,,,
," $1,830,873.88 ",,5/19/24,5467893630,,5/19/24,1.09045E+11,,5/19/24,3070.68,,,,,,,,
," $7,480,998.35 ",,5/20/24,18809071595,,5/20/24,1.08623E+11,,5/20/24,3661.58,,,,,,,,
," $7,204,045.20 ",,5/21/24,17542154481,,5/21/24,1.08375E+11,,5/21/24,3789.36,,,,,,,,
," $6,371,734.85 ",,5/22/24,15761197655,,5/22/24,1.08199E+11,,5/22/24,3736.33,,,,,,,,
," $6,397,764.71 ",,5/23/24,15571613824,,5/23/24,1.08647E+11,,5/23/24,3781.61,,,,,,,,
," $4,633,863.85 ",,5/24/24,11463182504,,5/24/24,1.08458E+11,,5/24/24,3727.14,,,,,,,,
," $3,223,737.20 ",,5/25/24,7910674372,,5/25/24,1.08694E+11,,5/25/24,3749.23,,,,,,,,
," $3,401,289.99 ",,5/26/24,8180356285,,5/26/24,1.08721E+11,,5/26/24,3824.34,,,,,,,,
," $7,969,759.52 ",,5/27/24,18858871737,,5/27/24,1.08602E+11,,5/27/24,3891.26,,,,,,,,
," $8,399,982.93 ",,5/28/24,20145931047,,5/28/24,1.08571E+11,,5/28/24,3840.39,,,,,,,,
," $6,449,124.69 ",,5/29/24,15836536949,,5/29/24,1.08242E+11,,5/29/24,3762.22,,,,,,,,
," $6,818,756.79 ",,5/30/24,16802668106,,5/30/24,1.08305E+11,,5/30/24,3746.97,,,,,,,,
," $6,260,667.74 ",,5/31/24,15368563764,,5/31/24,1.08382E+11,,5/31/24,3758.65,,,,,,,,
," $4,259,906.36 ",,6/1/24,10295409535,,6/1/24,1.0852E+11,,6/1/24,3812.81,,,,,,,,
," $5,052,715.67 ",,6/2/24,12324042480,,6/2/24,1.0849E+11,,6/2/24,3779.06,,,,,,,,
," $6,602,606.10 ",,6/3/24,16197031216,,6/3/24,1.08234E+11,,6/3/24,3766.32,,,,,,,,
," $5,496,853.21 ",,6/4/24,13295168054,,6/4/24,1.08496E+11,,6/4/24,3810.73,,,,,,,,
," $9,352,889.77 ",,6/5/24,22311745438,,6/5/24,1.08417E+11,,6/5/24,3866.46,,,,,,,,
," $9,573,616.88 ",,6/6/24,23253144115,,6/6/24,1.08003E+11,,6/6/24,3812.05,,,,,,,,
," $7,990,259.24 ",,6/7/24,20070499691,,6/7/24,1.08276E+11,,6/7/24,3676.79,,,,,,,,
," $4,166,851.95 ",,6/8/24,10447513187,,6/8/24,1.08355E+11,,6/8/24,3680.84,,,,,,,,
," $3,995,047.94 ",,6/9/24,9954544276,,6/9/24,1.08292E+11,,6/9/24,3706,,,,,,,,
," $5,401,549.37 ",,6/10/24,13600129963,,6/10/24,1.08339E+11,,6/10/24,3665.99,,,,,,,,
," $6,629,200.44 ",,6/11/24,17520373607,,6/11/24,1.08189E+11,,6/11/24,3497.32,,,,,,,,
," $7,763,935.36 ",,6/12/24,20148460747,,6/12/24,1.08263E+11,,6/12/24,3559.25,,,,,,,,
," $6,396,402.69 ",,6/13/24,17060548399,,6/13/24,1.08116E+11,,6/13/24,3467.79,,,,,,,,
," $4,883,314.58 ",,6/14/24,12954823276,,6/14/24,1.08327E+11,,6/14/24,3479.74,,,,,,,,
," $2,666,664.64 ",,6/15/24,6920378392,,6/15/24,1.0804E+11,,6/15/24,3566.61,,,,,,,,
," $2,435,375.72 ",,6/16/24,6194832919,,6/16/24,1.08528E+11,,6/16/24,3622.37,,,,,,,,
," $3,926,452.72 ",,6/17/24,10338006601,,6/17/24,1.08205E+11,,6/17/24,3510.08,,,,,,,,
," $4,763,366.97 ",,6/18/24,12646141326,,6/18/24,1.08167E+11,,6/18/24,3482.27,,,,,,,,
," $4,051,660.38 ",,6/19/24,10509101413,,6/19/24,1.08329E+11,,6/19/24,3558.97,,,,,,,,
," $4,972,386.97 ",,6/20/24,13090741178,,6/20/24,1.08188E+11,,6/20/24,3510.94,,,,,,,,
," $2,792,559.94 ",,6/21/24,7320255552,,6/21/24,1.0846E+11,,6/21/24,3517.28,,,,,,,,
," $1,591,550.98 ",,6/22/24,4202489746,,6/22/24,1.08383E+11,,6/22/24,3494.25,,,,,,,,
," $1,804,077.09 ",,6/23/24,4863966800,,6/23/24,1.08496E+11,,6/23/24,3418.62,,,,,,,,
," $3,142,584.17 ",,6/24/24,8655594884,,6/24/24,1.08362E+11,,6/24/24,3350.54,,,,,,,,
," $3,012,951.17 ",,6/25/24,8193988506,,6/25/24,1.08342E+11,,6/25/24,3393.91,,,,,,,,
," $3,200,961.77 ",,6/26/24,8762019954,,6/26/24,1.08422E+11,,6/26/24,3369.46,,,,,,,,
," $3,867,653.51 ",,6/27/24,10351681411,,6/27/24,1.08429E+11,,6/27/24,3445.8,,,,,,,,
," $2,539,583.93 ",,6/28/24,6947772652,,6/28/24,1.08342E+11,,6/28/24,3373.8,,,,,,,,
," $1,450,407.46 ",,6/29/24,3960854809,,6/29/24,1.08547E+11,,6/29/24,3373.52,,,,,,,,
," $1,860,207.77 ",,6/30/24,4989553691,,6/30/24,1.08605E+11,,6/30/24,3432.82,,,,,,,,
," $3,116,378.04 ",,7/1/24,8367422567,,7/1/24,1.08305E+11,,7/1/24,3438.83,,,,,,,,
," $2,710,035.72 ",,7/2/24,7335160047,,7/2/24,1.08142E+11,,7/2/24,3416.41,,,,,,,,
," $4,132,729.19 ",,7/3/24,11582299080,,7/3/24,1.08383E+11,,7/3/24,3292.16,,,,,,,,
," $3,489,350.00 ",,7/4/24,10524328091,,7/4/24,1.08392E+11,,7/4/24,3058.81,,,,,,,,
," $3,960,302.71 ",,7/5/24,12256693969,,7/5/24,1.08352E+11,,7/5/24,2982.07,,,,,,,,
," $1,381,865.87 ",,7/6/24,4148682898,,7/6/24,1.08584E+11,,7/6/24,3067.54,,,,,,,,
," $1,222,364.33 ",,7/7/24,3835146729,,7/7/24,1.08736E+11,,7/7/24,2931.2,,,,,,,,
," $1,997,963.29 ",,7/8/24,6116703105,,7/8/24,1.08213E+11,,7/8/24,3018.49,,,,,,,,
," $2,158,341.99 ",,7/9/24,6499424579,,7/9/24,1.08296E+11,,7/9/24,3066.44,,,,,,,,
," $3,520,988.81 ",,7/10/24,10483314101,,7/10/24,1.08328E+11,,7/10/24,3100.44,,,,,,,,
," $2,732,420.74 ",,7/11/24,8128366671,,7/11/24,1.08456E+11,,7/11/24,3099.49,,,,,,,,
," $1,838,255.23 ",,7/12/24,5410629133,,7/12/24,1.08386E+11,,7/12/24,3134.62,,,,,,,,
," $1,614,359.18 ",,7/13/24,4676555260,,7/13/24,1.08668E+11,,7/13/24,3176.67,,,,,,,,
," $1,937,232.52 ",,7/14/24,5512991048,,7/14/24,1.0825E+11,,7/14/24,3246.12,,,,,,,,
," $4,453,096.38 ",,7/15/24,11785282101,,7/15/24,1.08407E+11,,7/15/24,3485.5,,,,,,,,
," $4,427,575.41 ",,7/16/24,11851543081,,7/16/24,1.08406E+11,,7/16/24,3446.19,,,,,,,,
," $5,001,265.37 ",,7/17/24,13639100702,,7/17/24,1.08242E+11,,7/17/24,3387.66,,,,,,,,
," $5,285,797.95 ",,7/18/24,14247390227,,7/18/24,1.08292E+11,,7/18/24,3425.94,,,,,,,,
," $3,739,251.05 ",,7/19/24,9837178121,,7/19/24,1.08418E+11,,7/19/24,3506,,,,,,,,
," $2,206,445.81 ",,7/20/24,5778549790,,7/20/24,1.08511E+11,,7/20/24,3518.85,,,,,,,,
," $3,179,054.65 ",,7/21/24,8265816063,,7/21/24,1.08754E+11,,7/21/24,3536.46,,,,,,,,
," $3,364,129.62 ",,7/22/24,9031808354,,7/22/24,1.08245E+11,,7/22/24,3441.05,,,,,,,,
," $2,885,643.49 ",,7/23/24,7637812599,,7/23/24,1.0847E+11,,7/23/24,3483.07,,,,,,,,
," $2,523,150.67 ",,7/24/24,6971815906,,7/24/24,1.08513E+11,,7/24/24,3335.15,,,,,,,,
," $2,525,151.64 ",,7/25/24,7344992288,,7/25/24,1.08299E+11,,7/25/24,3174.48,,,,,,,,
," $1,685,801.18 ",,7/26/24,4746241310,,7/26/24,1.08458E+11,,7/26/24,3274.89,,,,,,,,
," $2,558,579.11 ",,7/27/24,7253963365,,7/27/24,1.08549E+11,,7/27/24,3249.36,,,,,,,,
," $1,387,606.67 ",,7/28/24,3897418102,,7/28/24,1.08873E+11,,7/28/24,3270.15,,,,,,,,
," $1,806,493.80 ",,7/29/24,5010819848,,7/29/24,1.08657E+11,,7/29/24,3317.94,,,,,,,,
," $3,786,307.82 ",,7/30/24,10684515755,,7/30/24,1.08093E+11,,7/30/24,3278.41,,,,,,,,
," $3,795,661.40 ",,7/31/24,10838316000,,7/31/24,1.08362E+11,,7/31/24,3231.84,,,,,,,,
," $4,182,410.45 ",,8/1/24,12067074474,,8/1/24,1.08289E+11,,8/1/24,3200.67,,,,,,,,
," $2,508,913.78 ",,8/2/24,7765805050,,8/2/24,1.08206E+11,,8/2/24,2985.72,,,,,,,,
," $1,311,994.92 ",,8/3/24,4159665478,,8/3/24,1.08683E+11,,8/3/24,2902.09,,,,,,,,
," $2,160,651.37 ",,8/4/24,7367613164,,8/4/24,1.09098E+11,,8/4/24,2688.08,,,,,,,,
," $13,569,193.44 ",,8/5/24,51675447365,,8/5/24,1.08489E+11,,8/5/24,2420.39,,,,,,,,
," $1,871,218.17 ",,8/6/24,7016654008,,8/6/24,1.08302E+11,,8/6/24,2462.39,,,,,,,,
," $1,996,689.78 ",,8/7/24,7853472698,,8/7/24,1.08489E+11,,8/7/24,2343.5,,,,,,,,
," $2,778,200.50 ",,8/8/24,9544017531,,8/8/24,1.0847E+11,,8/8/24,2683.62,,,,,,,,
," $2,020,446.08 ",,8/9/24,7171894625,,8/9/24,1.08344E+11,,8/9/24,2600.21,,,,,,,,
," $993,599.20 ",,8/10/24,3497215639,,8/10/24,1.08828E+11,,8/10/24,2610.64,,,,,,,,
," $1,622,041.76 ",,8/11/24,5838186086,,8/11/24,1.08712E+11,,8/11/24,2555.67,,,,,,,,
," $2,434,113.25 ",,8/12/24,8237201577,,8/12/24,1.08518E+11,,8/12/24,2723.07,,,,,,,,
," $1,520,452.37 ",,8/13/24,5185641942,,8/13/24,1.0845E+11,,8/13/24,2703.6,,,,,,,,
," $1,655,482.31 ",,8/14/24,5737955362,,8/14/24,1.08383E+11,,8/14/24,2661.98,,,,,,,,
," $1,958,770.71 ",,8/15/24,7049822521,,8/15/24,1.08095E+11,,8/15/24,2570.39,,,,,,,,
," $1,057,334.00 ",,8/16/24,3751191270,,8/16/24,1.08673E+11,,8/16/24,2593.7,,,,,,,,
," $845,032.62 ",,8/17/24,2969767647,,8/17/24,1.08816E+11,,8/17/24,2614.92,,,,,,,,
," $890,747.67 ",,8/18/24,3128636674,,8/18/24,1.08976E+11,,8/18/24,2612.58,,,,,,,,
," $1,147,823.39 ",,8/19/24,4014073126,,8/19/24,1.08418E+11,,8/19/24,2637.47,,,,,,,,
," $1,167,362.57 ",,8/20/24,4183134315,,8/20/24,1.08448E+11,,8/20/24,2573.25,,,,,,,,
," $1,511,241.85 ",,8/21/24,5286889834,,8/21/24,1.0863E+11,,8/21/24,2631.39,,,,,,,,
," $990,213.51 ",,8/22/24,3472863954,,8/22/24,1.0868E+11,,8/22/24,2623.57,,,,,,,,
," $1,135,779.96 ",,8/23/24,3785422799,,8/23/24,1.08521E+11,,8/23/24,2764.81,,,,,,,,
," $861,304.58 ",,8/24/24,2863759875,,8/24/24,1.08583E+11,,8/24/24,2769.86,,,,,,,,
," $793,010.07 ",,8/25/24,2647451180,,8/25/24,1.09021E+11,,8/25/24,2747.52,,,,,,,,
," $1,174,271.65 ",,8/26/24,4030959295,,8/26/24,1.08652E+11,,8/26/24,2681.15,,,,,,,,
," $1,071,618.49 ",,8/27/24,4008537586,,8/27/24,1.08748E+11,,8/27/24,2458.29,,,,,,,,
," $1,092,157.87 ",,8/28/24,3977486294,,8/28/24,1.08586E+11,,8/28/24,2528.73,,,,,,,,
," $1,044,693.94 ",,8/29/24,3814669064,,8/29/24,1.08333E+11,,8/29/24,2527.97,,,,,,,,
," $919,542.53 ",,8/30/24,3352931737,,8/30/24,1.0857E+11,,8/30/24,2526.02,,,,,,,,
," $607,757.60 ",,8/31/24,2217898553,,8/31/24,1.09042E+11,,8/31/24,2513.01,,,,,,,,
," $624,196.58 ",,9/1/24,2357411211,,9/1/24,1.0914E+11,,9/1/24,2426.06,,,,,,,,
," $1,750,935.16 ",,9/2/24,6337719825,,9/2/24,1.08845E+11,,9/2/24,2538.22,,,,,,,,
," $1,208,324.31 ",,9/3/24,4586226303,,9/3/24,1.08674E+11,,9/3/24,2424.4,,,,,,,,
," $1,962,060.60 ",,9/4/24,7372142345,,9/4/24,1.08615E+11,,9/4/24,2450.36,,,,,,,,
," $1,979,310.85 ",,9/5/24,7697793202,,9/5/24,1.08589E+11,,9/5/24,2367.89,,,,,,,,
," $2,585,293.65 ",,9/6/24,10716003869,,9/6/24,1.08453E+11,,9/6/24,2224.52,,,,,,,,
," $1,021,452.17 ",,9/7/24,4131274307,,9/7/24,1.08755E+11,,9/7/24,2273.45,,,,,,,,
," $714,254.40 ",,9/8/24,2861727001,,9/8/24,1.0864E+11,,9/8/24,2297.39,,,,,,,,
," $1,941,694.19 ",,9/9/24,7578194225,,9/9/24,1.08568E+11,,9/9/24,2360,,,,,,,,
," $2,228,603.85 ",,9/10/24,8632845891,,9/10/24,1.08067E+11,,9/10/24,2388.83,,,,,,,,
," $1,373,261.00 ",,9/11/24,5411321308,,9/11/24,1.08417E+11,,9/11/24,2340.73,,,,,,,,
," $1,691,665.61 ",,9/12/24,6614454081,,9/12/24,1.08282E+11,,9/12/24,2361.91,,,,,,,,
," $1,516,179.02 ",,9/13/24,5724035813,,9/13/24,1.085E+11,,9/13/24,2441.28,,,,,,,,
," $1,021,157.81 ",,9/14/24,3898855225,,9/14/24,1.08294E+11,,9/14/24,2418.52,,,,,,,,
," $989,147.08 ",,9/15/24,3924347692,,9/15/24,1.0881E+11,,9/15/24,2316.46,,,,,,,,
," $2,923,671.00 ",,9/16/24,11760153151,,9/16/24,1.08301E+11,,9/16/24,2295.53,,,,,,,,
," $3,132,061.17 ",,9/17/24,12374310175,,9/17/24,1.08065E+11,,9/17/24,2342.21,,,,,,,,
," $3,211,603.60 ",,9/18/24,12498574776,,9/18/24,1.08192E+11,,9/18/24,2375.01,,,,,,,,
," $5,569,520.82 ",,9/19/24,20854605871,,9/19/24,1.08306E+11,,9/19/24,2465.83,,,,,,,,
," $5,612,494.51 ",,9/20/24,20278518564,,9/20/24,1.08034E+11,,9/20/24,2561.88,,,,,,,,
," $4,921,211.37 ",,9/21/24,17446122954,,9/21/24,1.07942E+11,,9/21/24,2613.27,,,,,,,,
," $4,195,532.46 ",,9/22/24,14996005909,,9/22/24,1.0838E+11,,9/22/24,2581.43,,,,,,,,
," $7,596,320.07 ",,9/23/24,26508000498,,9/23/24,1.08254E+11,,9/23/24,2647.17,,,,,,,,
," $7,920,922.32 ",,9/24/24,27533718846,,9/24/24,1.08419E+11,,9/24/24,2653.41,,,,,,,,
," $7,308,678.66 ",,9/25/24,26228093948,,9/25/24,1.0802E+11,,9/25/24,2579.69,,,,,,,,
," $7,099,487.02 ",,9/26/24,24870875017,,9/26/24,1.08422E+11,,9/26/24,2632.81,,,,,,,,
," $5,333,282.04 ",,9/27/24,18270065484,,9/27/24,1.08297E+11,,9/27/24,2695.48,,,,,,,,
," $2,766,785.42 ",,9/28/24,9530104313,,9/28/24,1.08489E+11,,9/28/24,2676.03,,,,,,,,
," $3,001,629.71 ",,9/29/24,10414202133,,9/29/24,1.08433E+11,,9/29/24,2658.08,,,,,,,,
," $4,163,670.74 ",,9/30/24,14737841011,,9/30/24,1.08592E+11,,9/30/24,2601.63,,,,,,,,
," $5,954,706.79 ",,10/1/24,22450165618,,10/1/24,1.0837E+11,,10/1/24,2447.54,,,,,,,,
," $3,826,718.14 ",,10/2/24,14912598609,,10/2/24,1.08565E+11,,10/2/24,2363.64,,,,,,,,
," $2,747,024.37 ",,10/3/24,10775795193,,10/3/24,1.08488E+11,,10/3/24,2349.81,,,,,,,,
," $2,424,077.96 ",,10/4/24,9240179421,,10/4/24,1.08645E+11,,10/4/24,2414.67,,,,,,,,
," $2,262,544.04 ",,10/5/24,8622349572,,10/5/24,1.08666E+11,,10/5/24,2414.79,,,,,,,,
," $3,137,391.07 ",,10/6/24,11856996350,,10/6/24,1.08445E+11,,10/6/24,2439.96,,,,,,,,
," $7,069,288.73 ",,10/7/24,26921534460,,10/7/24,1.08412E+11,,10/7/24,2422.14,,,,,,,,
," $9,796,432.57 ",,10/8/24,37055653325,,10/8/24,1.08363E+11,,10/8/24,2439.67,,,,,,,,
," $7,049,214.25 ",,10/9/24,27454198159,,10/9/24,1.0841E+11,,10/9/24,2368.44,,,,,,,,
," $4,476,954.62 ",,10/10/24,17313253382,,10/10/24,1.08449E+11,,10/10/24,2384.4,,,,,,,,
," $6,306,825.23 ",,10/11/24,23926852862,,10/11/24,1.08071E+11,,10/11/24,2439.03,,,,,,,,
," $4,815,709.72 ",,10/12/24,18014491508,,10/12/24,1.07969E+11,,10/12/24,2475.93,,,,,,,,
," $4,117,603.38 ",,10/13/24,15474154149,,10/13/24,1.07813E+11,,10/13/24,2468.12,,,,,,,,
," $7,055,986.87 ",,10/14/24,24807943963,,10/14/24,1.08187E+11,,10/14/24,2629.02,,,,,,,,
," $5,874,662.33 ",,10/15/24,20847953152,,10/15/24,1.08092E+11,,10/15/24,2606.92,,,,,,,,
," $4,840,265.10 ",,10/16/24,17124047413,,10/16/24,1.08259E+11,,10/16/24,2610.95,,,,,,,,
," $6,500,181.33 ",,10/17/24,22997540304,,10/17/24,1.08497E+11,,10/17/24,2605.1,,,,,,,,
," $7,732,187.94 ",,10/18/24,27003396509,,10/18/24,1.08371E+11,,10/18/24,2642.22,,,,,,,,
," $4,300,671.88 ",,10/19/24,14969141624,,10/19/24,1.08493E+11,,10/19/24,2648.12,,,,,,,,
," $3,330,898.49 ",,10/20/24,11186653617,,10/20/24,1.08417E+11,,10/20/24,2746.4,,,,,,,,
," $3,302,887.24 ",,10/21/24,11426175036,,10/21/24,1.0843E+11,,10/21/24,2665.9,,,,,,,,
," $3,780,316.78 ",,10/22/24,13313277417,,10/22/24,1.08324E+11,,10/22/24,2621.31,,,,,,,,
," $3,975,544.55 ",,10/23/24,14533212749,,10/23/24,1.08451E+11,,10/23/24,2522.33,,,,,,,,
," $3,475,513.36 ",,10/24/24,12644021080,,10/24/24,1.08451E+11,,10/24/24,2534.54,,,,,,,,
," $2,805,965.59 ",,10/25/24,10600484429,,10/25/24,1.08653E+11,,10/25/24,2436.2,,,,,,,,
," $2,100,505.25 ",,10/26/24,7821803264,,10/26/24,1.08297E+11,,10/26/24,2479.7,,,,,,,,
," $2,148,396.64 ",,10/27/24,7863706378,,10/27/24,1.09054E+11,,10/27/24,2505.21,,,,,,,,
," $3,623,999.75 ",,10/28/24,13019189706,,10/28/24,1.08487E+11,,10/28/24,2565.82,,,,,,,,
," $4,241,124.63 ",,10/29/24,14830679383,,10/29/24,1.08397E+11,,10/29/24,2638.16,,,,,,,,
," $4,858,842.59 ",,10/30/24,16877394640,,10/30/24,1.08297E+11,,10/30/24,2658.35,,,,,,,,
," $3,563,641.42 ",,10/31/24,13038349318,,10/31/24,1.08674E+11,,10/31/24,2515.04,,,,,,,,
," $3,034,209.79 ",,11/1/24,11135953998,,11/1/24,1.08537E+11,,11/1/24,2510.39,,,,,,,,
," $2,080,958.80 ",,11/2/24,7707818443,,11/2/24,1.08278E+11,,11/2/24,2493.41,,,,,,,,
," $1,976,333.94 ",,11/3/24,7416499173,,11/3/24,1.08472E+11,,11/3/24,2456.66,,,,,,,,
," $2,212,027.19 ",,11/4/24,8500719274,,11/4/24,1.08565E+11,,11/4/24,2396.87,,,,,,,,
," $2,542,347.85 ",,11/5/24,9684216303,,11/5/24,1.08374E+11,,11/5/24,2422.4,,,,,,,,
," $7,427,265.70 ",,11/6/24,25175772946,,11/6/24,1.08278E+11,,11/6/24,2724.61,,,,,,,,
," $6,505,712.79 ",,11/7/24,20750104459,,11/7/24,1.08205E+11,,11/7/24,2897.52,,,,,,,,
," $5,422,446.95 ",,11/8/24,16928683140,,11/8/24,1.08068E+11,,11/8/24,2963.98,,,,,,,,
," $4,140,164.29 ",,11/9/24,12208215584,,11/9/24,1.08418E+11,,11/9/24,3127.99,,,,,,,,
," $7,175,261.60 ",,11/10/24,20779683794,,11/10/24,1.08379E+11,,11/10/24,3186.06,,,,,,,,
," $10,958,176.05 ",,11/11/24,29962313387,,11/11/24,1.0834E+11,,11/11/24,3375.79,,,,,,,,
," $11,732,552.57 ",,11/12/24,33340612010,,11/12/24,1.08045E+11,,11/12/24,3256.98,,,,,,,,
," $17,852,707.64 ",,11/13/24,51653811463,,11/13/24,1.08301E+11,,11/13/24,3191.32,,,,,,,,
," $11,444,776.41 ",,11/14/24,34612821835,,11/14/24,1.08087E+11,,11/14/24,3059.11,,,,,,,,
," $7,546,916.80 ",,11/15/24,22577680444,,11/15/24,1.0814E+11,,11/15/24,3091.03,,,,,,,,
," $5,321,475.33 ",,11/16/24,15677183132,,11/16/24,1.08293E+11,,11/16/24,3134.46,,,,,,,,
," $4,375,937.12 ",,11/17/24,13121945711,,11/17/24,1.08387E+11,,11/17/24,3076.78,,,,,,,,
," $6,054,845.19 ",,11/18/24,17395081910,,11/18/24,1.08451E+11,,11/18/24,3209.54,,,,,,,,
," $6,133,315.98 ",,11/19/24,18168529385,,11/19/24,1.08473E+11,,11/19/24,3112.1,,,,,,,,
," $5,175,170.32 ",,11/20/24,15569818899,,11/20/24,1.08184E+11,,11/20/24,3072.39,,,,,,,,
," $7,198,442.87 ",,11/21/24,19788689829,,11/21/24,1.08269E+11,,11/21/24,3359.82,,,,,,,,
," $5,454,296.88 ",,11/22/24,15119706693,,11/22/24,1.08269E+11,,11/22/24,3331.89,,,,,,,,
," $5,947,387.44 ",,11/23/24,16147451017,,11/23/24,1.08414E+11,,11/23/24,3397.31,,,,,,,,
," $4,150,171.84 ",,11/24/24,11388793891,,11/24/24,1.083E+11,,11/24/24,3364.81,,,,,,,,
," $5,760,026.91 ",,11/25/24,15590458925,,11/25/24,1.08191E+11,,11/25/24,3414.86,,,,,,,,
," $4,836,524.43 ",,11/26/24,13426702331,,11/26/24,1.08386E+11,,11/26/24,3323.46,,,,,,,,
," $6,835,384.03 ",,11/27/24,17284288408,,11/27/24,1.08119E+11,,11/27/24,3657.71,,,,,,,,
," $4,842,070.10 ",,11/28/24,12590901697,,11/28/24,1.07433E+11,,11/28/24,3579.62,,,,,,,,
," $4,849,228.18 ",,11/29/24,12489713592,,11/29/24,1.08038E+11,,11/29/24,3593.72,,,,,,,,
," $4,833,944.92 ",,11/30/24,12053616991,,11/30/24,1.08206E+11,,11/30/24,3706.22,,,,,,,,
," $6,448,676.31 ",,12/1/24,16031439336,,12/1/24,1.08413E+11,,12/1/24,3710.38,,,,,,,,
," $11,924,727.80 ",,12/2/24,30241773826,,12/2/24,1.08187E+11,,12/2/24,3644.73,,,,,,,,
," $11,557,823.61 ",,12/3/24,29529962557,,12/3/24,1.08191E+11,,12/3/24,3617.6,,,,,,,,
," $12,021,105.05 ",,12/4/24,28878213625,,12/4/24,1.08258E+11,,12/4/24,3845.15,,,,,,,,
," $10,477,264.89 ",,12/5/24,25555541675,,12/5/24,1.08196E+11,,12/5/24,3789.23,,,,,,,,
," $10,519,127.68 ",,12/6/24,24242699086,,12/6/24,1.08335E+11,,12/6/24,4005.27,,,,,,,,
," $6,569,261.72 ",,12/7/24,15168739621,,12/7/24,1.08255E+11,,12/7/24,4000.53,,,,,,,,
," $5,297,881.88 ",,12/8/24,12184030924,,12/8/24,1.08513E+11,,12/8/24,4007.11,,,,,,,,
," $12,806,659.42 ",,12/9/24,31744871529,,12/9/24,1.08617E+11,,12/9/24,3714.19,,,,,,,,
," $11,571,862.02 ",,12/10/24,29437141790,,12/10/24,1.08275E+11,,12/10/24,3630.62,,,,,,,,
," $9,031,786.26 ",,12/11/24,21735605737,,12/11/24,1.08353E+11,,12/11/24,3834.97,,,,,,,,
," $9,694,209.55 ",,12/12/24,23025355646,,12/12/24,1.08437E+11,,12/12/24,3882.65,,,,,,,,
," $7,236,842.14 ",,12/13/24,17093997447,,12/13/24,1.0834E+11,,12/13/24,3907.67,,,,,,,,
," $4,614,647.78 ",,12/14/24,10991588536,,12/14/24,1.08496E+11,,12/14/24,3869.58,,,,,,,,
," $4,382,720.24 ",,12/15/24,10197447224,,12/15/24,1.08592E+11,,12/15/24,3957.8,,,,,,,,
," $8,153,461.25 ",,12/16/24,18852343249,,12/16/24,1.08462E+11,,12/16/24,3987.5,,,,,,,,
